DateTime,Area,Rainfall (mm/hr),Precipitation Type,Month
4/11/2025 4:00,Sample Area,3.26,Moderate,4
4/11/2025 5:00,Sample Area,0,No rainfall,4
4/11/2025 6:00,Sample Area,0,No rainfall,4
4/11/2025 7:00,Sample Area,0,No rainfall,4
4/11/2025 8:00,Sample Area,0,No rainfall,4
4/11/2025 9:00,Sample Area,0,No rainfall,4
4/11/2025 10:00,Sample Area,0,No rainfall,4
4/11/2025 11:00,Sample Area,0,No rainfall,4
4/11/2025 12:00,Sample Area,0,No rainfall,4
4/11/2025 13:00,Sample Area,0,No rainfall,4
4/11/2025 14:00,Sample Area,0,No rainfall,4
4/11/2025 15:00,Sample Area,0,No rainfall,4
4/11/2025 16:00,Sample Area,0,No rainfall,4
4/11/2025 17:00,Sample Area,0,No rainfall,4
4/11/2025 18:00,Sample Area,0,No rainfall,4
4/11/2025 19:00,Sample Area,0,No rainfall,4
4/11/2025 20:00,Sample Area,0,No rainfall,4
4/11/2025 21:00,Sample Area,0,No rainfall,4
4/11/2025 22:00,Sample Area,6.34,Heavy,4
4/11/2025 23:00,Sample Area,0,No rainfall,4
4/12/2025 0:00,Sample Area,0,No rainfall,4
4/12/2025 1:00,Sample Area,0,No rainfall,4
4/12/2025 2:00,Sample Area,0,No rainfall,4
4/12/2025 3:00,Sample Area,0,No rainfall,4
4/12/2025 4:00,Sample Area,0,No rainfall,4
4/12/2025 5:00,Sample Area,0,No rainfall,4
4/12/2025 6:00,Sample Area,0,No rainfall,4
4/12/2025 7:00,Sample Area,3.2,Moderate,4
4/12/2025 8:00,Sample Area,0,No rainfall,4
4/12/2025 9:00,Sample Area,0,No rainfall,4
4/12/2025 10:00,Sample Area,5.83,Heavy,4
4/12/2025 11:00,Sample Area,0,No rainfall,4
4/12/2025 12:00,Sample Area,7.95,Heavy,4
4/12/2025 13:00,Sample Area,0,No rainfall,4
4/12/2025 14:00,Sample Area,0,No rainfall,4
4/12/2025 15:00,Sample Area,0,No rainfall,4
4/12/2025 16:00,Sample Area,1.23,Moderate,4
4/12/2025 17:00,Sample Area,0,No rainfall,4
4/12/2025 18:00,Sample Area,8.96,Very heavy,4
4/12/2025 19:00,Sample Area,0,No rainfall,4
4/12/2025 20:00,Sample Area,0,No rainfall,4
4/12/2025 21:00,Sample Area,9.34,Very heavy,4
4/12/2025 22:00,Sample Area,0,No rainfall,4
4/12/2025 23:00,Sample Area,5.13,Heavy,4
4/13/2025 0:00,Sample Area,0,No rainfall,4
4/13/2025 1:00,Sample Area,2.79,Moderate,4
4/13/2025 2:00,Sample Area,0,No rainfall,4
4/13/2025 3:00,Sample Area,0,No rainfall,4
4/13/2025 4:00,Sample Area,8.82,Very heavy,4
4/13/2025 5:00,Sample Area,0,No rainfall,4
4/13/2025 6:00,Sample Area,0,No rainfall,4
4/13/2025 7:00,Sample Area,0,No rainfall,4
4/13/2025 8:00,Sample Area,0,No rainfall,4
4/13/2025 9:00,Sample Area,3.39,Moderate,4
4/13/2025 10:00,Sample Area,0,No rainfall,4
4/13/2025 11:00,Sample Area,0,No rainfall,4
4/13/2025 12:00,Sample Area,0,No rainfall,4
4/13/2025 13:00,Sample Area,9.06,Very heavy,4
4/13/2025 14:00,Sample Area,0,No rainfall,4
4/13/2025 15:00,Sample Area,0,No rainfall,4
4/13/2025 16:00,Sample Area,0,No rainfall,4
4/13/2025 17:00,Sample Area,0,No rainfall,4
4/13/2025 18:00,Sample Area,7.97,Heavy,4
4/13/2025 19:00,Sample Area,0,No rainfall,4
4/13/2025 20:00,Sample Area,0,No rainfall,4
4/13/2025 21:00,Sample Area,0,No rainfall,4
4/13/2025 22:00,Sample Area,9.33,Very heavy,4
4/13/2025 23:00,Sample Area,0,No rainfall,4
4/14/2025 0:00,Sample Area,0,No rainfall,4
4/14/2025 1:00,Sample Area,0,No rainfall,4
4/14/2025 2:00,Sample Area,7.06,Heavy,4
4/14/2025 3:00,Sample Area,0,No rainfall,4
4/14/2025 4:00,Sample Area,0,No rainfall,4
4/14/2025 5:00,Sample Area,0,No rainfall,4
4/14/2025 6:00,Sample Area,0,No rainfall,4
4/14/2025 7:00,Sample Area,4.66,Heavy,4
4/14/2025 8:00,Sample Area,0,No rainfall,4
4/14/2025 9:00,Sample Area,9.69,Very heavy,4
4/14/2025 10:00,Sample Area,0,No rainfall,4
4/14/2025 11:00,Sample Area,0,No rainfall,4
4/14/2025 12:00,Sample Area,0,No rainfall,4
4/14/2025 13:00,Sample Area,1.64,Moderate,4
4/14/2025 14:00,Sample Area,0,No rainfall,4
4/14/2025 15:00,Sample Area,3.61,Moderate,4
4/14/2025 16:00,Sample Area,0,No rainfall,4
4/14/2025 17:00,Sample Area,0,No rainfall,4
4/14/2025 18:00,Sample Area,9.74,Very heavy,4
4/14/2025 19:00,Sample Area,3.29,Moderate,4
4/14/2025 20:00,Sample Area,0,No rainfall,4
4/14/2025 21:00,Sample Area,0,No rainfall,4
4/14/2025 22:00,Sample Area,0,No rainfall,4
4/14/2025 23:00,Sample Area,0,No rainfall,4
4/15/2025 0:00,Sample Area,0,No rainfall,4
4/15/2025 1:00,Sample Area,0,No rainfall,4
4/15/2025 2:00,Sample Area,0,No rainfall,4
4/15/2025 3:00,Sample Area,0,No rainfall,4
4/15/2025 4:00,Sample Area,5.7,Heavy,4
4/15/2025 5:00,Sample Area,0,No rainfall,4
4/15/2025 6:00,Sample Area,0,No rainfall,4
4/15/2025 7:00,Sample Area,3.77,Moderate,4
4/15/2025 8:00,Sample Area,0,No rainfall,4
4/15/2025 9:00,Sample Area,0,No rainfall,4
4/15/2025 10:00,Sample Area,0,No rainfall,4
4/15/2025 11:00,Sample Area,0,No rainfall,4
4/15/2025 12:00,Sample Area,7.23,Heavy,4
4/15/2025 13:00,Sample Area,0,No rainfall,4
4/15/2025 14:00,Sample Area,0,No rainfall,4
4/15/2025 15:00,Sample Area,0,No rainfall,4
4/15/2025 16:00,Sample Area,5.67,Heavy,4
4/15/2025 17:00,Sample Area,0,No rainfall,4
4/15/2025 18:00,Sample Area,0,No rainfall,4
4/15/2025 19:00,Sample Area,0,No rainfall,4
4/15/2025 20:00,Sample Area,0,No rainfall,4
4/15/2025 21:00,Sample Area,0,No rainfall,4
4/15/2025 22:00,Sample Area,0,No rainfall,4
4/15/2025 23:00,Sample Area,0,No rainfall,4
4/16/2025 0:00,Sample Area,0,No rainfall,4
4/16/2025 1:00,Sample Area,0,No rainfall,4
4/16/2025 2:00,Sample Area,0,No rainfall,4
4/16/2025 3:00,Sample Area,3.07,Moderate,4
4/16/2025 4:00,Sample Area,0,No rainfall,4
4/16/2025 5:00,Sample Area,0,No rainfall,4
4/16/2025 6:00,Sample Area,0,No rainfall,4
4/16/2025 7:00,Sample Area,0,No rainfall,4
4/16/2025 8:00,Sample Area,0,No rainfall,4
4/16/2025 9:00,Sample Area,6.34,Heavy,4
4/16/2025 10:00,Sample Area,0,No rainfall,4
4/16/2025 11:00,Sample Area,8.52,Very heavy,4
4/16/2025 12:00,Sample Area,7.57,Heavy,4
4/16/2025 13:00,Sample Area,0,No rainfall,4
4/16/2025 14:00,Sample Area,2.77,Moderate,4
4/16/2025 15:00,Sample Area,0,No rainfall,4
4/16/2025 16:00,Sample Area,0,No rainfall,4
4/16/2025 17:00,Sample Area,0,No rainfall,4
4/16/2025 18:00,Sample Area,0,No rainfall,4
4/16/2025 19:00,Sample Area,6.29,Heavy,4
4/16/2025 20:00,Sample Area,8.58,Very heavy,4
4/16/2025 21:00,Sample Area,3.56,Moderate,4
4/16/2025 22:00,Sample Area,0,No rainfall,4
4/16/2025 23:00,Sample Area,0,No rainfall,4
4/17/2025 0:00,Sample Area,0,No rainfall,4
4/17/2025 1:00,Sample Area,0,No rainfall,4
4/17/2025 2:00,Sample Area,0,No rainfall,4
4/17/2025 3:00,Sample Area,0,No rainfall,4
4/17/2025 4:00,Sample Area,0,No rainfall,4
4/17/2025 5:00,Sample Area,0,No rainfall,4
4/17/2025 6:00,Sample Area,0,No rainfall,4
4/17/2025 7:00,Sample Area,0,No rainfall,4
4/17/2025 8:00,Sample Area,4.74,Heavy,4
4/17/2025 9:00,Sample Area,0,No rainfall,4
4/17/2025 10:00,Sample Area,0,No rainfall,4
4/17/2025 11:00,Sample Area,7.97,Heavy,4
4/17/2025 12:00,Sample Area,6.46,Heavy,4
4/17/2025 13:00,Sample Area,1.2,Moderate,4
4/17/2025 14:00,Sample Area,0,No rainfall,4
4/17/2025 15:00,Sample Area,0,No rainfall,4
4/17/2025 16:00,Sample Area,1.31,Moderate,4
4/17/2025 17:00,Sample Area,8.37,Very heavy,4
4/17/2025 18:00,Sample Area,0,No rainfall,4
4/17/2025 19:00,Sample Area,0,No rainfall,4
4/17/2025 20:00,Sample Area,0,No rainfall,4
4/17/2025 21:00,Sample Area,0,No rainfall,4
4/17/2025 22:00,Sample Area,0,No rainfall,4
4/17/2025 23:00,Sample Area,0,No rainfall,4
4/18/2025 0:00,Sample Area,1.68,Moderate,4
4/18/2025 1:00,Sample Area,0,No rainfall,4
4/18/2025 2:00,Sample Area,9.28,Very heavy,4
4/18/2025 3:00,Sample Area,0,No rainfall,4
4/18/2025 4:00,Sample Area,0,No rainfall,4
4/18/2025 5:00,Sample Area,0,No rainfall,4
4/18/2025 6:00,Sample Area,8.12,Very heavy,4
4/18/2025 7:00,Sample Area,0,No rainfall,4
4/18/2025 8:00,Sample Area,0,No rainfall,4
4/18/2025 9:00,Sample Area,5.84,Heavy,4
4/18/2025 10:00,Sample Area,0,No rainfall,4
4/18/2025 11:00,Sample Area,1.07,Moderate,4
4/18/2025 12:00,Sample Area,4.81,Heavy,4
4/18/2025 13:00,Sample Area,2.23,Moderate,4
4/18/2025 14:00,Sample Area,0,No rainfall,4
4/18/2025 15:00,Sample Area,0,No rainfall,4
4/18/2025 16:00,Sample Area,2.85,Moderate,4
4/18/2025 17:00,Sample Area,0,No rainfall,4
4/18/2025 18:00,Sample Area,0,No rainfall,4
4/18/2025 19:00,Sample Area,5.07,Heavy,4
4/18/2025 20:00,Sample Area,0,No rainfall,4
4/18/2025 21:00,Sample Area,1.29,Moderate,4
4/18/2025 22:00,Sample Area,1.62,Moderate,4
4/18/2025 23:00,Sample Area,3.32,Moderate,4
4/19/2025 0:00,Sample Area,0,No rainfall,4
4/19/2025 1:00,Sample Area,0,No rainfall,4
4/19/2025 2:00,Sample Area,0,No rainfall,4
4/19/2025 3:00,Sample Area,0,No rainfall,4
4/19/2025 4:00,Sample Area,0,No rainfall,4
4/19/2025 5:00,Sample Area,0,No rainfall,4
4/19/2025 6:00,Sample Area,0,No rainfall,4
4/19/2025 7:00,Sample Area,0,No rainfall,4
4/19/2025 8:00,Sample Area,5.62,Heavy,4
4/19/2025 9:00,Sample Area,0,No rainfall,4
4/19/2025 10:00,Sample Area,0,No rainfall,4
4/19/2025 11:00,Sample Area,0,No rainfall,4
4/19/2025 12:00,Sample Area,5.82,Heavy,4
4/19/2025 13:00,Sample Area,0,No rainfall,4
4/19/2025 14:00,Sample Area,0,No rainfall,4
4/19/2025 15:00,Sample Area,0,No rainfall,4
4/19/2025 16:00,Sample Area,0,No rainfall,4
4/19/2025 17:00,Sample Area,2.15,Moderate,4
4/19/2025 18:00,Sample Area,4.89,Heavy,4
4/19/2025 19:00,Sample Area,0,No rainfall,4
4/19/2025 20:00,Sample Area,5.52,Heavy,4
4/19/2025 21:00,Sample Area,6.05,Heavy,4
4/19/2025 22:00,Sample Area,4.04,Heavy,4
4/19/2025 23:00,Sample Area,0,No rainfall,4
4/20/2025 0:00,Sample Area,0,No rainfall,4
4/20/2025 1:00,Sample Area,0,No rainfall,4
4/20/2025 2:00,Sample Area,0,No rainfall,4
4/20/2025 3:00,Sample Area,0,No rainfall,4
4/20/2025 4:00,Sample Area,7.85,Heavy,4
4/20/2025 5:00,Sample Area,5.37,Heavy,4
4/20/2025 6:00,Sample Area,2.81,Moderate,4
4/20/2025 7:00,Sample Area,0,No rainfall,4
4/20/2025 8:00,Sample Area,0,No rainfall,4
4/20/2025 9:00,Sample Area,0,No rainfall,4
4/20/2025 10:00,Sample Area,0,No rainfall,4
4/20/2025 11:00,Sample Area,1.44,Moderate,4
4/20/2025 12:00,Sample Area,0,No rainfall,4
4/20/2025 13:00,Sample Area,5.07,Heavy,4
4/20/2025 14:00,Sample Area,0,No rainfall,4
4/20/2025 15:00,Sample Area,0,No rainfall,4
4/20/2025 16:00,Sample Area,0,No rainfall,4
4/20/2025 17:00,Sample Area,0,No rainfall,4
4/20/2025 18:00,Sample Area,0,No rainfall,4
4/20/2025 19:00,Sample Area,0,No rainfall,4
4/20/2025 20:00,Sample Area,0,No rainfall,4
4/20/2025 21:00,Sample Area,9,Very heavy,4
4/20/2025 22:00,Sample Area,8.52,Very heavy,4
4/20/2025 23:00,Sample Area,6.47,Heavy,4
4/21/2025 0:00,Sample Area,4.5,Heavy,4
4/21/2025 1:00,Sample Area,5.53,Heavy,4
4/21/2025 2:00,Sample Area,0,No rainfall,4
4/21/2025 3:00,Sample Area,0,No rainfall,4
4/21/2025 4:00,Sample Area,0,No rainfall,4
4/21/2025 5:00,Sample Area,4.46,Heavy,4
4/21/2025 6:00,Sample Area,0,No rainfall,4
4/21/2025 7:00,Sample Area,0,No rainfall,4
4/21/2025 8:00,Sample Area,3.99,Moderate,4
4/21/2025 9:00,Sample Area,0,No rainfall,4
4/21/2025 10:00,Sample Area,6.43,Heavy,4
4/21/2025 11:00,Sample Area,10,Very heavy,4
4/21/2025 12:00,Sample Area,0,No rainfall,4
4/21/2025 13:00,Sample Area,0,No rainfall,4
4/21/2025 14:00,Sample Area,2.47,Moderate,4
4/21/2025 15:00,Sample Area,0,No rainfall,4
4/21/2025 16:00,Sample Area,6.03,Heavy,4
4/21/2025 17:00,Sample Area,5.9,Heavy,4
4/21/2025 18:00,Sample Area,0,No rainfall,4
4/21/2025 19:00,Sample Area,0,No rainfall,4
4/21/2025 20:00,Sample Area,0,No rainfall,4
4/21/2025 21:00,Sample Area,0,No rainfall,4
4/21/2025 22:00,Sample Area,0,No rainfall,4
4/21/2025 23:00,Sample Area,9.91,Very heavy,4
4/22/2025 0:00,Sample Area,0,No rainfall,4
4/22/2025 1:00,Sample Area,7.85,Heavy,4
4/22/2025 2:00,Sample Area,0,No rainfall,4
4/22/2025 3:00,Sample Area,0,No rainfall,4
4/22/2025 4:00,Sample Area,0,No rainfall,4
4/22/2025 5:00,Sample Area,7.01,Heavy,4
4/22/2025 6:00,Sample Area,0,No rainfall,4
4/22/2025 7:00,Sample Area,0,No rainfall,4
4/22/2025 8:00,Sample Area,6.22,Heavy,4
4/22/2025 9:00,Sample Area,0,No rainfall,4
4/22/2025 10:00,Sample Area,0,No rainfall,4
4/22/2025 11:00,Sample Area,0,No rainfall,4
4/22/2025 12:00,Sample Area,6.86,Heavy,4
4/22/2025 13:00,Sample Area,0,No rainfall,4
4/22/2025 14:00,Sample Area,0,No rainfall,4
4/22/2025 15:00,Sample Area,0,No rainfall,4
4/22/2025 16:00,Sample Area,3.26,Moderate,4
4/22/2025 17:00,Sample Area,0,No rainfall,4
4/22/2025 18:00,Sample Area,0,No rainfall,4
4/22/2025 19:00,Sample Area,0,No rainfall,4
4/22/2025 20:00,Sample Area,0,No rainfall,4
4/22/2025 21:00,Sample Area,2.67,Moderate,4
4/22/2025 22:00,Sample Area,0,No rainfall,4
4/22/2025 23:00,Sample Area,3.32,Moderate,4
4/23/2025 0:00,Sample Area,6.09,Heavy,4
4/23/2025 1:00,Sample Area,5.54,Heavy,4
4/23/2025 2:00,Sample Area,0,No rainfall,4
4/23/2025 3:00,Sample Area,1.61,Moderate,4
4/23/2025 4:00,Sample Area,0,No rainfall,4
4/23/2025 5:00,Sample Area,9.86,Very heavy,4
4/23/2025 6:00,Sample Area,0,No rainfall,4
4/23/2025 7:00,Sample Area,8.81,Very heavy,4
4/23/2025 8:00,Sample Area,0,No rainfall,4
4/23/2025 9:00,Sample Area,5.6,Heavy,4
4/23/2025 10:00,Sample Area,7.36,Heavy,4
4/23/2025 11:00,Sample Area,2.73,Moderate,4
4/23/2025 12:00,Sample Area,7.2,Heavy,4
4/23/2025 13:00,Sample Area,0,No rainfall,4
4/23/2025 14:00,Sample Area,0,No rainfall,4
4/23/2025 15:00,Sample Area,1.75,Moderate,4
4/23/2025 16:00,Sample Area,0,No rainfall,4
4/23/2025 17:00,Sample Area,0,No rainfall,4
4/23/2025 18:00,Sample Area,0,No rainfall,4
4/23/2025 19:00,Sample Area,0,No rainfall,4
4/23/2025 20:00,Sample Area,0,No rainfall,4
4/23/2025 21:00,Sample Area,0,No rainfall,4
4/23/2025 22:00,Sample Area,0,No rainfall,4
4/23/2025 23:00,Sample Area,0,No rainfall,4
4/24/2025 0:00,Sample Area,0,No rainfall,4
4/24/2025 1:00,Sample Area,0,No rainfall,4
4/24/2025 2:00,Sample Area,0,No rainfall,4
4/24/2025 3:00,Sample Area,0,No rainfall,4
4/24/2025 4:00,Sample Area,8.27,Very heavy,4
4/24/2025 5:00,Sample Area,0,No rainfall,4
4/24/2025 6:00,Sample Area,5.25,Heavy,4
4/24/2025 7:00,Sample Area,8.82,Very heavy,4
4/24/2025 8:00,Sample Area,0,No rainfall,4
4/24/2025 9:00,Sample Area,0,No rainfall,4
4/24/2025 10:00,Sample Area,0,No rainfall,4
4/24/2025 11:00,Sample Area,0,No rainfall,4
4/24/2025 12:00,Sample Area,0,No rainfall,4
4/24/2025 13:00,Sample Area,0,No rainfall,4
4/24/2025 14:00,Sample Area,0,No rainfall,4
4/24/2025 15:00,Sample Area,0,No rainfall,4
4/24/2025 16:00,Sample Area,5.01,Heavy,4
4/24/2025 17:00,Sample Area,0,No rainfall,4
4/24/2025 18:00,Sample Area,5.46,Heavy,4
4/24/2025 19:00,Sample Area,0,No rainfall,4
4/24/2025 20:00,Sample Area,0,No rainfall,4
4/24/2025 21:00,Sample Area,0,No rainfall,4
4/24/2025 22:00,Sample Area,9.01,Very heavy,4
4/24/2025 23:00,Sample Area,0,No rainfall,4
4/25/2025 0:00,Sample Area,0,No rainfall,4
4/25/2025 1:00,Sample Area,2.26,Moderate,4
4/25/2025 2:00,Sample Area,0,No rainfall,4
4/25/2025 3:00,Sample Area,0,No rainfall,4
4/25/2025 4:00,Sample Area,4.95,Heavy,4
4/25/2025 5:00,Sample Area,1.15,Moderate,4
4/25/2025 6:00,Sample Area,0,No rainfall,4
4/25/2025 7:00,Sample Area,0,No rainfall,4
4/25/2025 8:00,Sample Area,3.16,Moderate,4
4/25/2025 9:00,Sample Area,1.9,Moderate,4
4/25/2025 10:00,Sample Area,0,No rainfall,4
4/25/2025 11:00,Sample Area,1.26,Moderate,4
4/25/2025 12:00,Sample Area,0,No rainfall,4
4/25/2025 13:00,Sample Area,0,No rainfall,4
4/25/2025 14:00,Sample Area,0,No rainfall,4
4/25/2025 15:00,Sample Area,0,No rainfall,4
4/25/2025 16:00,Sample Area,0,No rainfall,4
4/25/2025 17:00,Sample Area,0,No rainfall,4
4/25/2025 18:00,Sample Area,0,No rainfall,4
4/25/2025 19:00,Sample Area,0,No rainfall,4
4/25/2025 20:00,Sample Area,0,No rainfall,4
4/25/2025 21:00,Sample Area,1.39,Moderate,4
4/25/2025 22:00,Sample Area,4.08,Heavy,4
4/25/2025 23:00,Sample Area,0,No rainfall,4
4/26/2025 0:00,Sample Area,4.54,Heavy,4
4/26/2025 1:00,Sample Area,0,No rainfall,4
4/26/2025 2:00,Sample Area,0,No rainfall,4
4/26/2025 3:00,Sample Area,4.45,Heavy,4
4/26/2025 4:00,Sample Area,0,No rainfall,4
4/26/2025 5:00,Sample Area,0,No rainfall,4
4/26/2025 6:00,Sample Area,0,No rainfall,4
4/26/2025 7:00,Sample Area,0,No rainfall,4
4/26/2025 8:00,Sample Area,0,No rainfall,4
4/26/2025 9:00,Sample Area,6.36,Heavy,4
4/26/2025 10:00,Sample Area,0,No rainfall,4
4/26/2025 11:00,Sample Area,3.03,Moderate,4
4/26/2025 12:00,Sample Area,6.76,Heavy,4
4/26/2025 13:00,Sample Area,0,No rainfall,4
4/26/2025 14:00,Sample Area,0,No rainfall,4
4/26/2025 15:00,Sample Area,0,No rainfall,4
4/26/2025 16:00,Sample Area,0,No rainfall,4
4/26/2025 17:00,Sample Area,0,No rainfall,4
4/26/2025 18:00,Sample Area,6.03,Heavy,4
4/26/2025 19:00,Sample Area,7.03,Heavy,4
4/26/2025 20:00,Sample Area,0,No rainfall,4
4/26/2025 21:00,Sample Area,0,No rainfall,4
4/26/2025 22:00,Sample Area,0,No rainfall,4
4/26/2025 23:00,Sample Area,0,No rainfall,4
4/27/2025 0:00,Sample Area,6.04,Heavy,4
4/27/2025 1:00,Sample Area,8.8,Very heavy,4
4/27/2025 2:00,Sample Area,0,No rainfall,4
4/27/2025 3:00,Sample Area,0,No rainfall,4
4/27/2025 4:00,Sample Area,0,No rainfall,4
4/27/2025 5:00,Sample Area,0,No rainfall,4
4/27/2025 6:00,Sample Area,0,No rainfall,4
4/27/2025 7:00,Sample Area,0,No rainfall,4
4/27/2025 8:00,Sample Area,0,No rainfall,4
4/27/2025 9:00,Sample Area,0,No rainfall,4
4/27/2025 10:00,Sample Area,0,No rainfall,4
4/27/2025 11:00,Sample Area,0,No rainfall,4
4/27/2025 12:00,Sample Area,0,No rainfall,4
4/27/2025 13:00,Sample Area,0,No rainfall,4
4/27/2025 14:00,Sample Area,0,No rainfall,4
4/27/2025 15:00,Sample Area,0,No rainfall,4
4/27/2025 16:00,Sample Area,6.37,Heavy,4
4/27/2025 17:00,Sample Area,0,No rainfall,4
4/27/2025 18:00,Sample Area,0,No rainfall,4
4/27/2025 19:00,Sample Area,5.62,Heavy,4
4/27/2025 20:00,Sample Area,0,No rainfall,4
4/27/2025 21:00,Sample Area,2.72,Moderate,4
4/27/2025 22:00,Sample Area,0,No rainfall,4
4/27/2025 23:00,Sample Area,0,No rainfall,4
4/28/2025 0:00,Sample Area,0,No rainfall,4
4/28/2025 1:00,Sample Area,0,No rainfall,4
4/28/2025 2:00,Sample Area,0,No rainfall,4
4/28/2025 3:00,Sample Area,0,No rainfall,4
4/28/2025 4:00,Sample Area,9.86,Very heavy,4
4/28/2025 5:00,Sample Area,0,No rainfall,4
4/28/2025 6:00,Sample Area,0,No rainfall,4
4/28/2025 7:00,Sample Area,0,No rainfall,4
4/28/2025 8:00,Sample Area,1.99,Moderate,4
4/28/2025 9:00,Sample Area,1.25,Moderate,4
4/28/2025 10:00,Sample Area,3.46,Moderate,4
4/28/2025 11:00,Sample Area,0,No rainfall,4
4/28/2025 12:00,Sample Area,0,No rainfall,4
4/28/2025 13:00,Sample Area,0,No rainfall,4
4/28/2025 14:00,Sample Area,0,No rainfall,4
4/28/2025 15:00,Sample Area,7.4,Heavy,4
4/28/2025 16:00,Sample Area,4.76,Heavy,4
4/28/2025 17:00,Sample Area,0,No rainfall,4
4/28/2025 18:00,Sample Area,0,No rainfall,4
4/28/2025 19:00,Sample Area,0,No rainfall,4
4/28/2025 20:00,Sample Area,0,No rainfall,4
4/28/2025 21:00,Sample Area,0,No rainfall,4
4/28/2025 22:00,Sample Area,0,No rainfall,4
4/28/2025 23:00,Sample Area,7.34,Heavy,4
4/29/2025 0:00,Sample Area,0,No rainfall,4
4/29/2025 1:00,Sample Area,9.59,Very heavy,4
4/29/2025 2:00,Sample Area,0,No rainfall,4
4/29/2025 3:00,Sample Area,0,No rainfall,4
4/29/2025 4:00,Sample Area,0,No rainfall,4
4/29/2025 5:00,Sample Area,0,No rainfall,4
4/29/2025 6:00,Sample Area,0,No rainfall,4
4/29/2025 7:00,Sample Area,0,No rainfall,4
4/29/2025 8:00,Sample Area,0,No rainfall,4
4/29/2025 9:00,Sample Area,4.97,Heavy,4
4/29/2025 10:00,Sample Area,0,No rainfall,4
4/29/2025 11:00,Sample Area,5.04,Heavy,4
4/29/2025 12:00,Sample Area,0,No rainfall,4
4/29/2025 13:00,Sample Area,0,No rainfall,4
4/29/2025 14:00,Sample Area,0,No rainfall,4
4/29/2025 15:00,Sample Area,1.43,Moderate,4
4/29/2025 16:00,Sample Area,0,No rainfall,4
4/29/2025 17:00,Sample Area,0,No rainfall,4
4/29/2025 18:00,Sample Area,0,No rainfall,4
4/29/2025 19:00,Sample Area,0,No rainfall,4
4/29/2025 20:00,Sample Area,1.98,Moderate,4
4/29/2025 21:00,Sample Area,0,No rainfall,4
4/29/2025 22:00,Sample Area,0,No rainfall,4
4/29/2025 23:00,Sample Area,9.56,Very heavy,4
4/30/2025 0:00,Sample Area,0,No rainfall,4
5/1/2025 0:00,Sample Area,0,No rainfall,5
5/1/2025 1:00,Sample Area,0,No rainfall,5
5/1/2025 2:00,Sample Area,10.24,Very heavy,5
5/1/2025 3:00,Sample Area,5.79,Heavy,5
5/1/2025 4:00,Sample Area,6.18,Heavy,5
5/1/2025 5:00,Sample Area,6.76,Heavy,5
5/1/2025 6:00,Sample Area,0,No rainfall,5
5/1/2025 7:00,Sample Area,0,No rainfall,5
5/1/2025 8:00,Sample Area,0,No rainfall,5
5/1/2025 9:00,Sample Area,11.74,Very heavy,5
5/1/2025 10:00,Sample Area,0,No rainfall,5
5/1/2025 11:00,Sample Area,10.11,Very heavy,5
5/1/2025 12:00,Sample Area,7.14,Heavy,5
5/1/2025 13:00,Sample Area,10.52,Very heavy,5
5/1/2025 14:00,Sample Area,0,No rainfall,5
5/1/2025 15:00,Sample Area,0,No rainfall,5
5/1/2025 16:00,Sample Area,0,No rainfall,5
5/1/2025 17:00,Sample Area,0,No rainfall,5
5/1/2025 18:00,Sample Area,7.49,Heavy,5
5/1/2025 19:00,Sample Area,0,No rainfall,5
5/1/2025 20:00,Sample Area,13.18,Very heavy,5
5/1/2025 21:00,Sample Area,14.13,Very heavy,5
5/1/2025 22:00,Sample Area,0,No rainfall,5
5/1/2025 23:00,Sample Area,0,No rainfall,5
5/2/2025 0:00,Sample Area,0,No rainfall,5
5/2/2025 1:00,Sample Area,0,No rainfall,5
5/2/2025 2:00,Sample Area,0,No rainfall,5
5/2/2025 3:00,Sample Area,0,No rainfall,5
5/2/2025 4:00,Sample Area,0,No rainfall,5
5/2/2025 5:00,Sample Area,9.01,Very heavy,5
5/2/2025 6:00,Sample Area,0,No rainfall,5
5/2/2025 7:00,Sample Area,0,No rainfall,5
5/2/2025 8:00,Sample Area,0,No rainfall,5
5/2/2025 9:00,Sample Area,5.89,Heavy,5
5/2/2025 10:00,Sample Area,14.08,Very heavy,5
5/2/2025 11:00,Sample Area,0,No rainfall,5
5/2/2025 12:00,Sample Area,13.58,Very heavy,5
5/2/2025 13:00,Sample Area,5.58,Heavy,5
5/2/2025 14:00,Sample Area,10.27,Very heavy,5
5/2/2025 15:00,Sample Area,0,No rainfall,5
5/2/2025 16:00,Sample Area,13.61,Very heavy,5
5/2/2025 17:00,Sample Area,0,No rainfall,5
5/2/2025 18:00,Sample Area,7.4,Heavy,5
5/2/2025 19:00,Sample Area,0,No rainfall,5
5/2/2025 20:00,Sample Area,13.66,Very heavy,5
5/2/2025 21:00,Sample Area,14.39,Very heavy,5
5/2/2025 22:00,Sample Area,0,No rainfall,5
5/2/2025 23:00,Sample Area,14.59,Very heavy,5
5/3/2025 0:00,Sample Area,0,No rainfall,5
5/3/2025 1:00,Sample Area,0,No rainfall,5
5/3/2025 2:00,Sample Area,0,No rainfall,5
5/3/2025 3:00,Sample Area,8.49,Very heavy,5
5/3/2025 4:00,Sample Area,0,No rainfall,5
5/3/2025 5:00,Sample Area,0,No rainfall,5
5/3/2025 6:00,Sample Area,6.87,Heavy,5
5/3/2025 7:00,Sample Area,11.2,Very heavy,5
5/3/2025 8:00,Sample Area,14.17,Very heavy,5
