Building ID,Rooftop Area (m²),Total_Collection_L
2568,98,5678.5903020000005
2569,224,12979.634976000001
2570,101,5852.424699
2571,151,8749.664649
2572,265,15355.371734999999
2573,231,13385.248569
2574,237,13732.917363
2575,106,6142.148694
2576,96,5562.700704000001
2577,208,12052.518192000001
2578,282,16340.433318
2579,223,12921.690176999999
2580,291,16861.936509000003
2581,75,4345.859925
2582,290,16803.991710000002
2583,163,9445.002237
2584,54,3129.019146
2585,133,7706.658267000001
2586,101,5852.424699
2587,154,8923.499046
2588,252,14602.089348000001
2589,297,17209.605303000004
2590,103,5968.314297
2591,210,12168.40779
2592,227,13153.469373000002
2593,215,12458.131785
2594,204,11820.738996
2595,275,15934.819725
2596,64,3708.4671359999998
2597,273,15818.930127000001
2598,110,6373.92789
2599,171,9908.560629000001
2600,70,4056.1359300000004
2601,95,5504.755905
2602,246,14254.420554000002
2603,183,10603.898217
2604,87,5041.197513
2605,111,6431.872689
2606,135,7822.5478650000005
2607,239,13848.806961
2608,259,15007.702941
2609,127,7358.9894730000005
2610,251,14544.144549
2611,95,5504.755905
2612,190,11009.51181
2613,272,15760.985328000002
2614,271,15703.040529
2615,52,3013.1295480000003
2616,271,15703.040529
2617,55,3186.963945
2618,142,8228.161458
2619,57,3302.853543
2620,221,12805.800579
2621,286,16572.212514
2622,284,16456.322916
2623,157,9097.333443
2624,210,12168.40779
2625,258,14949.758142
2626,289,16746.046911
2627,124,7185.155075999999
2628,126,7301.044674000001
2629,99,5736.5351009999995
2630,60,3476.68794
2631,144,8344.051056
2632,205,11878.683795000003
2633,285,16514.267715
2634,119,6895.431081000001
2635,218,12631.966182
2636,65,3766.411935
2637,117,6779.541483
2638,148,8575.830252
2639,97,5620.645503000001
2640,233,13501.138167000001
2641,113,6547.762287
2642,236,13674.972564000002
2643,139,8054.327061000001
2644,239,13848.806961
2645,298,17267.550102
2646,125,7243.099875
2647,188,10893.622212
2648,150,8691.71985
2649,138,7996.382262
2650,67,3882.3015330000003
2651,68,3940.2463320000006
2652,264,15297.426935999998
2653,104,6026.259096000001
2654,151,8749.664649
2655,167,9676.781433
2656,259,15007.702941
2657,203,11762.794197000001
2658,183,10603.898217
2659,53,3071.074347
2660,157,9097.333443
2661,164,9502.947036
2662,78,4519.694322
2663,108,6258.038292
2664,174,10082.395026
2665,147,8517.885452999999
2666,66,3824.3567339999995
2667,156,9039.388644
2668,92,5330.921508
2669,294,17035.770905999998
2670,129,7474.879071
2671,243,14080.586157000002
2672,211,12226.352589000002
2673,296,17151.660504
2674,57,3302.853543
2675,190,11009.51181
2676,155,8981.443845
2677,57,3302.853543
2678,271,15703.040529
2679,145,8401.995855000001
2680,277,16050.709323
2681,288,16688.102112
2682,143,8286.106257
2683,114,6605.707086
2684,220,12747.85578
2685,88,5099.142312
2686,130,7532.82387
2687,236,13674.972564000002
2688,133,7706.658267000001
2689,137,7938.437463
2690,291,16861.936509000003
2691,135,7822.5478650000005
2692,142,8228.161458
2693,135,7822.5478650000005
2694,93,5388.866307000001
2695,186,10777.732614000002
2696,214,12400.186986
2697,123,7127.210277000001
2698,85,4925.307915
2699,150,8691.71985
2700,269,15587.150931
2701,205,11878.683795000003
2702,219,12689.910981
2703,220,12747.85578
2704,262,15181.537338000002
2705,265,15355.371734999999
2706,219,12689.910981
2707,153,8865.554247
2708,115,6663.651885000001
2709,104,6026.259096000001
2710,249,14428.254951
2711,225,13037.579775
2712,140,8112.271860000001
2713,71,4114.080729
2714,150,8691.71985
2715,204,11820.738996
2716,170,9850.61583
2717,142,8228.161458
2718,244,14138.530956
2719,157,9097.333443
2720,190,11009.51181
2721,222,12863.745378
2722,59,3418.7431410000004
2723,277,16050.709323
2724,58,3360.798342
2725,231,13385.248569
2726,297,17209.605303000004
2727,296,17151.660504
2728,204,11820.738996
2729,83,4809.418317
2730,292,16919.881308000004
2731,178,10314.174222000001
2732,209,12110.462991
2733,138,7996.382262
2734,142,8228.161458
2735,120,6953.37588
2736,290,16803.991710000002
2737,116,6721.596684
2738,261,15123.592539000001
2739,197,11415.125403
2740,166,9618.836634
2741,143,8286.106257
2742,212,12284.297388
2743,148,8575.830252
2744,162,9387.057438000002
2745,152,8807.609448000001
2746,140,8112.271860000001
2747,139,8054.327061000001
2748,255,14775.923745000002
2749,66,3824.3567339999995
2750,67,3882.3015330000003
2751,222,12863.745378
2752,165,9560.891835
2753,142,8228.161458
2754,261,15123.592539000001
2755,230,13327.303770000002
2756,140,8112.271860000001
2757,131,7590.768669000001
2758,117,6779.541483
2759,242,14022.641358
2760,163,9445.002237
2761,50,2897.23995
2762,107,6200.093493
2763,203,11762.794197000001
2764,158,9155.278242
2765,197,11415.125403
2766,165,9560.891835
2767,136,7880.492664000001
2768,59,3418.7431410000004
2769,108,6258.038292
2770,252,14602.089348000001
2771,90,5215.03191
2772,154,8923.499046
2773,182,10545.953418
2774,171,9908.560629000001
2775,242,14022.641358
2776,194,11241.291006000001
2777,71,4114.080729
2778,147,8517.885452999999
2779,297,17209.605303000004
2780,286,16572.212514
2781,218,12631.966182
2782,270,15645.095730000001
2783,117,6779.541483
2784,246,14254.420554000002
2785,188,10893.622212
2786,105,6084.203895
2787,228,13211.414172
2788,198,11473.070201999999
2789,148,8575.830252
2790,125,7243.099875
2791,75,4345.859925
2792,164,9502.947036
2793,196,11357.180604000001
2794,158,9155.278242
2795,237,13732.917363
2796,248,14370.310151999998
2797,96,5562.700704000001
2798,296,17151.660504
2799,120,6953.37588
2800,203,11762.794197000001
2801,89,5157.087111000001
2802,182,10545.953418
2803,198,11473.070201999999
2804,255,14775.923745000002
2805,181,10488.008619
2806,72,4172.025528
2807,155,8981.443845
2808,133,7706.658267000001
2809,192,11125.401408000002
2810,291,16861.936509000003
2811,165,9560.891835
2812,158,9155.278242
2813,270,15645.095730000001
2814,185,10719.787815
2815,90,5215.03191
2816,161,9329.112639
2817,196,11357.180604000001
2818,161,9329.112639
2819,152,8807.609448000001
2820,95,5504.755905
2821,205,11878.683795000003
2822,287,16630.157313
2823,298,17267.550102
2824,268,15529.206132000001
2825,117,6779.541483
2826,171,9908.560629000001
2827,64,3708.4671359999998
2828,276,15992.764524
2829,214,12400.186986
2830,178,10314.174222000001
2831,244,14138.530956
2832,160,9271.16784
2833,73,4229.970327000001
2834,76,4403.8047240000005
2835,89,5157.087111000001
2836,240,13906.75176
2837,238,13790.862162000001
2838,213,12342.242187000002
2839,275,15934.819725
2840,270,15645.095730000001
2841,73,4229.970327000001
2842,73,4229.970327000001
2843,283,16398.378117
2844,53,3071.074347
2845,116,6721.596684
2846,83,4809.418317
2847,234,13559.082966
2848,226,13095.524574
2849,264,15297.426935999998
2850,230,13327.303770000002
2851,297,17209.605303000004
2852,165,9560.891835
2853,72,4172.025528
2854,158,9155.278242
2855,118,6837.486282000001
2856,144,8344.051056
2857,230,13327.303770000002
2858,111,6431.872689
2859,218,12631.966182
2860,106,6142.148694
2861,298,17267.550102
2862,237,13732.917363
2863,103,5968.314297
2864,119,6895.431081000001
2865,150,8691.71985
2866,106,6142.148694
2867,187,10835.677413000001
2868,217,12574.021383000001
2869,184,10661.843016
2870,152,8807.609448000001
2871,215,12458.131785
2872,134,7764.603066000001
2873,110,6373.92789
2874,261,15123.592539000001
2875,52,3013.1295480000003
2876,177,10256.229423
2877,228,13211.414172
2878,135,7822.5478650000005
2879,96,5562.700704000001
2880,245,14196.475755
2881,269,15587.150931
2882,125,7243.099875
2883,87,5041.197513
2884,292,16919.881308000004
2885,213,12342.242187000002
2886,288,16688.102112
2887,218,12631.966182
2888,246,14254.420554000002
2889,190,11009.51181
2890,136,7880.492664000001
2891,107,6200.093493
2892,99,5736.5351009999995
2893,79,4577.639121
2894,239,13848.806961
2895,150,8691.71985
2896,74,4287.915126
2897,161,9329.112639
2898,204,11820.738996
2899,228,13211.414172
2900,255,14775.923745000002
2901,234,13559.082966
2902,175,10140.339825000001
2903,289,16746.046911
2904,172,9966.505427999999
2905,96,5562.700704000001
2906,167,9676.781433
2907,277,16050.709323
2908,88,5099.142312
2909,65,3766.411935
2910,297,17209.605303000004
2911,71,4114.080729
2912,262,15181.537338000002
2913,103,5968.314297
2914,198,11473.070201999999
2915,249,14428.254951
2916,290,16803.991710000002
2917,65,3766.411935
2918,108,6258.038292
2919,296,17151.660504
2920,80,4635.58392
2921,219,12689.910981
2922,251,14544.144549
2923,81,4693.528719000001
2924,236,13674.972564000002
2925,211,12226.352589000002
2926,58,3360.798342
2927,258,14949.758142
2928,188,10893.622212
2929,273,15818.930127000001
2930,59,3418.7431410000004
2931,263,15239.482137
2932,298,17267.550102
2933,66,3824.3567339999995
2934,117,6779.541483
2935,97,5620.645503000001
2936,229,13269.358971
2937,160,9271.16784
2938,202,11704.849398
2939,172,9966.505427999999
2940,198,11473.070201999999
2941,150,8691.71985
2942,151,8749.664649
2943,290,16803.991710000002
2944,114,6605.707086
2945,240,13906.75176
2946,266,15413.316534000001
2947,100,5794.4799
2948,85,4925.307915
2949,130,7532.82387
2950,282,16340.433318
2951,176,10198.284624
2952,137,7938.437463
2953,243,14080.586157000002
2954,153,8865.554247
2955,64,3708.4671359999998
2956,145,8401.995855000001
2957,216,12516.076584
2958,172,9966.505427999999
2959,247,14312.365353
2960,50,2897.23995
2961,288,16688.102112
2962,200,11588.9598
2963,171,9908.560629000001
2964,216,12516.076584
2965,175,10140.339825000001
2966,106,6142.148694
2967,130,7532.82387
2968,211,12226.352589000002
2969,218,12631.966182
2970,270,15645.095730000001
2971,122,7069.265478
2972,190,11009.51181
2973,119,6895.431081000001
2974,55,3186.963945
2975,133,7706.658267000001
2976,101,5852.424699
2977,294,17035.770905999998
2978,52,3013.1295480000003
2979,130,7532.82387
2980,112,6489.817488000001
2981,98,5678.5903020000005
2982,125,7243.099875
2983,161,9329.112639
2984,224,12979.634976000001
2985,158,9155.278242
2986,232,13443.193368
2987,241,13964.696559
2988,114,6605.707086
2989,130,7532.82387
2990,244,14138.530956
2991,267,15471.261333
2992,64,3708.4671359999998
2993,149,8633.775051
2994,81,4693.528719000001
2995,145,8401.995855000001
2996,177,10256.229423
2997,245,14196.475755
2998,195,11299.235805
2999,162,9387.057438000002
3000,132,7648.713467999999
3001,92,5330.921508
3002,165,9560.891835
3003,212,12284.297388
3004,281,16282.488519
3005,127,7358.9894730000005
3006,107,6200.093493
3007,82,4751.473518
3008,63,3650.5223370000003
3009,211,12226.352589000002
3010,238,13790.862162000001
3011,296,17151.660504
3012,181,10488.008619
3013,265,15355.371734999999
3014,108,6258.038292
3015,206,11936.628594
3016,132,7648.713467999999
3017,183,10603.898217
3018,170,9850.61583
3019,274,15876.874926
3020,226,13095.524574
3021,217,12574.021383000001
3022,132,7648.713467999999
3023,294,17035.770905999998
3024,242,14022.641358
3025,246,14254.420554000002
3026,76,4403.8047240000005
3027,129,7474.879071
3028,183,10603.898217
3029,281,16282.488519
3030,62,3592.5775379999995
3031,289,16746.046911
3032,113,6547.762287
3033,239,13848.806961
3034,276,15992.764524
3035,196,11357.180604000001
3036,253,14660.034147
3037,129,7474.879071
3038,172,9966.505427999999
3039,92,5330.921508
3040,251,14544.144549
3041,138,7996.382262
3042,197,11415.125403
3043,144,8344.051056
3044,245,14196.475755
3045,221,12805.800579
3046,200,11588.9598
3047,51,2955.184749
3048,169,9792.671031
3049,71,4114.080729
3050,164,9502.947036
3051,106,6142.148694
3052,278,16108.654122000002
3053,121,7011.320679
3054,56,3244.9087440000003
3055,255,14775.923745000002
3056,233,13501.138167000001
3057,168,9734.726232
3058,244,14138.530956
3059,163,9445.002237
3060,65,3766.411935
3061,296,17151.660504
3062,132,7648.713467999999
3063,228,13211.414172
3064,259,15007.702941
3065,293,16977.826107
3066,257,14891.813343
3067,121,7011.320679
3068,173,10024.450227
3069,274,15876.874926
3070,162,9387.057438000002
3071,61,3534.632739
3072,175,10140.339825000001
3073,102,5910.369498
3074,124,7185.155075999999
3075,182,10545.953418
3076,76,4403.8047240000005
3077,189,10951.567011000001
3078,194,11241.291006000001
3079,183,10603.898217
3080,146,8459.940654000002
3081,54,3129.019146
3082,106,6142.148694
3083,205,11878.683795000003
3084,127,7358.9894730000005
3085,118,6837.486282000001
3086,167,9676.781433
3087,169,9792.671031
3088,108,6258.038292
3089,82,4751.473518
3090,111,6431.872689
3091,99,5736.5351009999995
3092,161,9329.112639
3093,282,16340.433318
3094,68,3940.2463320000006
3095,263,15239.482137
3096,246,14254.420554000002
3097,172,9966.505427999999
3098,243,14080.586157000002
3099,271,15703.040529
3100,96,5562.700704000001
3101,216,12516.076584
3102,245,14196.475755
3103,82,4751.473518
3104,190,11009.51181
3105,133,7706.658267000001
3106,231,13385.248569
3107,184,10661.843016
3108,128,7416.9342719999995
3109,264,15297.426935999998
3110,63,3650.5223370000003
3111,264,15297.426935999998
3112,196,11357.180604000001
3113,177,10256.229423
3114,103,5968.314297
3115,270,15645.095730000001
3116,297,17209.605303000004
3117,197,11415.125403
3118,78,4519.694322
3119,73,4229.970327000001
3120,131,7590.768669000001
3121,112,6489.817488000001
3122,251,14544.144549
3123,154,8923.499046
3124,106,6142.148694
3125,185,10719.787815
3126,267,15471.261333
3127,111,6431.872689
3128,206,11936.628594
3129,251,14544.144549
3130,66,3824.3567339999995
3131,115,6663.651885000001
3132,55,3186.963945
3133,107,6200.093493
3134,118,6837.486282000001
3135,205,11878.683795000003
3136,111,6431.872689
3137,218,12631.966182
3138,246,14254.420554000002
3139,131,7590.768669000001
3140,267,15471.261333
3141,261,15123.592539000001
3142,218,12631.966182
3143,226,13095.524574
3144,268,15529.206132000001
3145,226,13095.524574
3146,253,14660.034147
3147,120,6953.37588
3148,180,10430.06382
3149,59,3418.7431410000004
3150,147,8517.885452999999
3151,138,7996.382262
3152,84,4867.363116
3153,257,14891.813343
3154,51,2955.184749
3155,173,10024.450227
3156,73,4229.970327000001
3157,123,7127.210277000001
3158,215,12458.131785
3159,71,4114.080729
3160,203,11762.794197000001
3161,220,12747.85578
3162,232,13443.193368
3163,88,5099.142312
3164,268,15529.206132000001
3165,206,11936.628594
3166,288,16688.102112
3167,279,16166.598921000003
3168,69,3998.191131
3169,268,15529.206132000001
3170,90,5215.03191
3171,231,13385.248569
3172,197,11415.125403
3173,157,9097.333443
3174,196,11357.180604000001
3175,133,7706.658267000001
3176,276,15992.764524
3177,160,9271.16784
3178,115,6663.651885000001
3179,207,11994.573392999999
3180,102,5910.369498
3181,83,4809.418317
3182,199,11531.015001
3183,116,6721.596684
3184,183,10603.898217
3185,256,14833.868543999999
3186,76,4403.8047240000005
3187,59,3418.7431410000004
3188,122,7069.265478
3189,274,15876.874926
3190,145,8401.995855000001
3191,97,5620.645503000001
3192,119,6895.431081000001
3193,282,16340.433318
3194,236,13674.972564000002
3195,149,8633.775051
3196,108,6258.038292
3197,51,2955.184749
3198,206,11936.628594
3199,245,14196.475755
3200,114,6605.707086
3201,132,7648.713467999999
3202,203,11762.794197000001
3203,266,15413.316534000001
3204,59,3418.7431410000004
3205,102,5910.369498
3206,128,7416.9342719999995
3207,108,6258.038292
3208,199,11531.015001
3209,228,13211.414172
3210,97,5620.645503000001
3211,198,11473.070201999999
3212,172,9966.505427999999
3213,297,17209.605303000004
3214,71,4114.080729
3215,149,8633.775051
3216,147,8517.885452999999
3217,207,11994.573392999999
3218,74,4287.915126
3219,286,16572.212514
3220,77,4461.749523
3221,242,14022.641358
3222,162,9387.057438000002
3223,94,5446.811106
3224,117,6779.541483
3225,56,3244.9087440000003
3226,98,5678.5903020000005
3227,186,10777.732614000002
3228,213,12342.242187000002
3229,132,7648.713467999999
3230,178,10314.174222000001
3231,187,10835.677413000001
3232,213,12342.242187000002
3233,122,7069.265478
3234,286,16572.212514
3235,95,5504.755905
3236,155,8981.443845
3237,209,12110.462991
3238,81,4693.528719000001
3239,55,3186.963945
3240,225,13037.579775
3241,215,12458.131785
3242,194,11241.291006000001
3243,123,7127.210277000001
3244,163,9445.002237
3245,76,4403.8047240000005
3246,103,5968.314297
3247,227,13153.469373000002
3248,212,12284.297388
3249,293,16977.826107
3250,134,7764.603066000001
3251,176,10198.284624
3252,202,11704.849398
3253,205,11878.683795000003
3254,160,9271.16784
3255,64,3708.4671359999998
3256,181,10488.008619
3257,142,8228.161458
3258,172,9966.505427999999
3259,122,7069.265478
3260,204,11820.738996
3261,203,11762.794197000001
3262,196,11357.180604000001
3263,297,17209.605303000004
3264,141,8170.216659
3265,66,3824.3567339999995
3266,92,5330.921508
3267,170,9850.61583
3268,90,5215.03191
3269,219,12689.910981
3270,227,13153.469373000002
3271,261,15123.592539000001
3272,286,16572.212514
3273,217,12574.021383000001
3274,88,5099.142312
3275,162,9387.057438000002
3276,294,17035.770905999998
3277,200,11588.9598
3278,160,9271.16784
3279,273,15818.930127000001
3280,229,13269.358971
3281,96,5562.700704000001
3282,112,6489.817488000001
3283,274,15876.874926
3284,298,17267.550102
3285,159,9213.223041000001
3286,118,6837.486282000001
3287,92,5330.921508
3288,225,13037.579775
3289,83,4809.418317
3290,89,5157.087111000001
3291,252,14602.089348000001
3292,110,6373.92789
3293,227,13153.469373000002
3294,244,14138.530956
3295,111,6431.872689
3296,107,6200.093493
3297,210,12168.40779
3298,124,7185.155075999999
3299,65,3766.411935
3300,131,7590.768669000001
3301,143,8286.106257
3302,97,5620.645503000001
3303,296,17151.660504
3304,187,10835.677413000001
3305,131,7590.768669000001
3306,87,5041.197513
3307,176,10198.284624
3308,68,3940.2463320000006
3309,213,12342.242187000002
3310,236,13674.972564000002
3311,112,6489.817488000001
3312,126,7301.044674000001
3313,297,17209.605303000004
3314,223,12921.690176999999
3315,180,10430.06382
3316,251,14544.144549
3317,151,8749.664649
3318,114,6605.707086
3319,296,17151.660504
3320,169,9792.671031
3321,140,8112.271860000001
3322,287,16630.157313
3323,57,3302.853543
3324,228,13211.414172
3325,287,16630.157313
3326,283,16398.378117
3327,258,14949.758142
3328,122,7069.265478
3329,183,10603.898217
3330,156,9039.388644
3331,138,7996.382262
3332,88,5099.142312
3333,162,9387.057438000002
3334,237,13732.917363
3335,77,4461.749523
3336,146,8459.940654000002
3337,231,13385.248569
3338,86,4983.252713999999
3339,186,10777.732614000002
3340,131,7590.768669000001
3341,105,6084.203895
3342,236,13674.972564000002
3343,134,7764.603066000001
3344,51,2955.184749
3345,238,13790.862162000001
3346,107,6200.093493
3347,156,9039.388644
3348,172,9966.505427999999
3349,237,13732.917363
3350,279,16166.598921000003
3351,299,17325.494901000002
3352,217,12574.021383000001
3353,213,12342.242187000002
3354,163,9445.002237
3355,156,9039.388644
3356,86,4983.252713999999
3357,128,7416.9342719999995
3358,141,8170.216659
3359,67,3882.3015330000003
3360,147,8517.885452999999
3361,112,6489.817488000001
3362,199,11531.015001
3363,188,10893.622212
3364,235,13617.027765
3365,234,13559.082966
3366,254,14717.978946000001
3367,53,3071.074347
3368,263,15239.482137
3369,184,10661.843016
3370,110,6373.92789
3371,156,9039.388644
3372,103,5968.314297
3373,137,7938.437463
3374,117,6779.541483
3375,269,15587.150931
3376,256,14833.868543999999
3377,178,10314.174222000001
3378,104,6026.259096000001
3379,52,3013.1295480000003
3380,255,14775.923745000002
3381,215,12458.131785
3382,291,16861.936509000003
3383,170,9850.61583
3384,178,10314.174222000001
3385,151,8749.664649
3386,87,5041.197513
3387,134,7764.603066000001
3388,289,16746.046911
3389,206,11936.628594
3390,182,10545.953418
3391,290,16803.991710000002
3392,251,14544.144549
3393,141,8170.216659
3394,70,4056.1359300000004
3395,291,16861.936509000003
3396,248,14370.310151999998
3397,244,14138.530956
3398,158,9155.278242
3399,96,5562.700704000001
3400,133,7706.658267000001
3401,132,7648.713467999999
3402,84,4867.363116
3403,245,14196.475755
3404,118,6837.486282000001
3405,178,10314.174222000001
3406,245,14196.475755
3407,189,10951.567011000001
3408,237,13732.917363
3409,76,4403.8047240000005
3410,105,6084.203895
3411,283,16398.378117
3412,72,4172.025528
3413,202,11704.849398
3414,70,4056.1359300000004
3415,110,6373.92789
3416,112,6489.817488000001
3417,171,9908.560629000001
3418,101,5852.424699
3419,137,7938.437463
3420,202,11704.849398
3421,286,16572.212514
3422,104,6026.259096000001
3423,95,5504.755905
3424,81,4693.528719000001
3425,104,6026.259096000001
3426,145,8401.995855000001
3427,182,10545.953418
3428,85,4925.307915
3429,159,9213.223041000001
3430,283,16398.378117
3431,226,13095.524574
3432,155,8981.443845
3433,107,6200.093493
3434,88,5099.142312
3435,129,7474.879071
3436,146,8459.940654000002
3437,162,9387.057438000002
3438,262,15181.537338000002
3439,110,6373.92789
3440,186,10777.732614000002
3441,55,3186.963945
3442,292,16919.881308000004
3443,158,9155.278242
3444,84,4867.363116
3445,88,5099.142312
3446,199,11531.015001
3447,218,12631.966182
3448,167,9676.781433
3449,54,3129.019146
3450,219,12689.910981
3451,136,7880.492664000001
3452,258,14949.758142
3453,125,7243.099875
3454,264,15297.426935999998
3455,257,14891.813343
3456,244,14138.530956
3457,207,11994.573392999999
3458,106,6142.148694
3459,176,10198.284624
3460,263,15239.482137
3461,250,14486.19975
3462,78,4519.694322
3463,288,16688.102112
3464,214,12400.186986
3465,136,7880.492664000001
3466,190,11009.51181
3467,209,12110.462991
3468,95,5504.755905
3469,165,9560.891835
3470,288,16688.102112
3471,161,9329.112639
3472,200,11588.9598
3473,94,5446.811106
3474,194,11241.291006000001
3475,296,17151.660504
3476,153,8865.554247
3477,134,7764.603066000001
3478,243,14080.586157000002
3479,278,16108.654122000002
3480,183,10603.898217
3481,157,9097.333443
3482,67,3882.3015330000003
3483,143,8286.106257
3484,199,11531.015001
3485,295,17093.715705
3486,82,4751.473518
3487,207,11994.573392999999
3488,258,14949.758142
3489,175,10140.339825000001
3490,284,16456.322916
3491,209,12110.462991
3492,219,12689.910981
3493,292,16919.881308000004
3494,255,14775.923745000002
3495,171,9908.560629000001
3496,187,10835.677413000001
3497,288,16688.102112
3498,164,9502.947036
3499,213,12342.242187000002
3500,211,12226.352589000002
3501,250,14486.19975
3502,283,16398.378117
3503,77,4461.749523
3504,60,3476.68794
3505,255,14775.923745000002
3506,216,12516.076584
3507,296,17151.660504
3508,96,5562.700704000001
3509,295,17093.715705
3510,176,10198.284624
3511,196,11357.180604000001
3512,167,9676.781433
3513,192,11125.401408000002
3514,175,10140.339825000001
3515,205,11878.683795000003
3516,201,11646.904599
3517,121,7011.320679
3518,156,9039.388644
3519,186,10777.732614000002
3520,224,12979.634976000001
3521,82,4751.473518
3522,239,13848.806961
3523,274,15876.874926
3524,68,3940.2463320000006
3525,244,14138.530956
3526,123,7127.210277000001
3527,217,12574.021383000001
3528,224,12979.634976000001
3529,283,16398.378117
3530,242,14022.641358
3531,206,11936.628594
3532,227,13153.469373000002
3533,147,8517.885452999999
3534,292,16919.881308000004
3535,190,11009.51181
3536,295,17093.715705
3537,178,10314.174222000001
3538,211,12226.352589000002
3539,142,8228.161458
3540,225,13037.579775
3541,288,16688.102112
3542,254,14717.978946000001
3543,97,5620.645503000001
3544,226,13095.524574
3545,294,17035.770905999998
3546,113,6547.762287
3547,110,6373.92789
3548,206,11936.628594
3549,88,5099.142312
3550,177,10256.229423
3551,137,7938.437463
3552,75,4345.859925
3553,66,3824.3567339999995
3554,120,6953.37588
3555,62,3592.5775379999995
3556,118,6837.486282000001
3557,75,4345.859925
3558,98,5678.5903020000005
3559,244,14138.530956
3560,56,3244.9087440000003
3561,107,6200.093493
3562,98,5678.5903020000005
3563,152,8807.609448000001
3564,102,5910.369498
3565,242,14022.641358
3566,290,16803.991710000002
3567,111,6431.872689
3568,66,3824.3567339999995
3569,220,12747.85578
3570,74,4287.915126
3571,180,10430.06382
3572,256,14833.868543999999
3573,78,4519.694322
3574,166,9618.836634
3575,284,16456.322916
3576,209,12110.462991
3577,75,4345.859925
3578,173,10024.450227
3579,193,11183.346207
3580,74,4287.915126
3581,103,5968.314297
3582,205,11878.683795000003
3583,122,7069.265478
3584,169,9792.671031
3585,105,6084.203895
3586,114,6605.707086
3587,142,8228.161458
3588,298,17267.550102
3589,135,7822.5478650000005
3590,129,7474.879071
3591,218,12631.966182
3592,292,16919.881308000004
3593,157,9097.333443
3594,228,13211.414172
3595,167,9676.781433
3596,282,16340.433318
3597,248,14370.310151999998
3598,255,14775.923745000002
3599,206,11936.628594
3600,132,7648.713467999999
3601,196,11357.180604000001
3602,243,14080.586157000002
3603,218,12631.966182
3604,222,12863.745378
3605,64,3708.4671359999998
3606,180,10430.06382
3607,188,10893.622212
3608,230,13327.303770000002
3609,223,12921.690176999999
3610,79,4577.639121
3611,106,6142.148694
3612,281,16282.488519
3613,195,11299.235805
3614,228,13211.414172
3615,177,10256.229423
3616,97,5620.645503000001
3617,243,14080.586157000002
3618,273,15818.930127000001
3619,185,10719.787815
3620,71,4114.080729
3621,55,3186.963945
3622,253,14660.034147
3623,288,16688.102112
3624,234,13559.082966
3625,153,8865.554247
3626,85,4925.307915
3627,128,7416.9342719999995
3628,269,15587.150931
3629,165,9560.891835
3630,106,6142.148694
3631,98,5678.5903020000005
3632,222,12863.745378
3633,131,7590.768669000001
3634,115,6663.651885000001
3635,126,7301.044674000001
3636,94,5446.811106
3637,295,17093.715705
3638,128,7416.9342719999995
3639,69,3998.191131
3640,241,13964.696559
3641,270,15645.095730000001
3642,172,9966.505427999999
3643,283,16398.378117
3644,270,15645.095730000001
3645,116,6721.596684
3646,132,7648.713467999999
3647,52,3013.1295480000003
3648,231,13385.248569
3649,255,14775.923745000002
3650,113,6547.762287
3651,89,5157.087111000001
3652,108,6258.038292
3653,232,13443.193368
3654,111,6431.872689
3655,181,10488.008619
3656,109,6315.983091
3657,165,9560.891835
3658,124,7185.155075999999
3659,171,9908.560629000001
3660,272,15760.985328000002
3661,156,9039.388644
3662,145,8401.995855000001
3663,140,8112.271860000001
3664,207,11994.573392999999
3665,284,16456.322916
3666,179,10372.119021
3667,111,6431.872689
3668,98,5678.5903020000005
3669,186,10777.732614000002
3670,141,8170.216659
3671,208,12052.518192000001
3672,173,10024.450227
3673,275,15934.819725
3674,110,6373.92789
3675,297,17209.605303000004
3676,256,14833.868543999999
3677,97,5620.645503000001
3678,202,11704.849398
3679,213,12342.242187000002
3680,185,10719.787815
3681,250,14486.19975
3682,299,17325.494901000002
3683,107,6200.093493
3684,150,8691.71985
3685,161,9329.112639
3686,222,12863.745378
3687,111,6431.872689
3688,88,5099.142312
3689,273,15818.930127000001
3690,107,6200.093493
3691,293,16977.826107
3692,258,14949.758142
3693,148,8575.830252
3694,278,16108.654122000002
3695,260,15065.64774
3696,241,13964.696559
3697,93,5388.866307000001
3698,78,4519.694322
3699,108,6258.038292
3700,120,6953.37588
3701,141,8170.216659
3702,58,3360.798342
3703,176,10198.284624
3704,269,15587.150931
3705,183,10603.898217
3706,206,11936.628594
3707,235,13617.027765
3708,194,11241.291006000001
3709,193,11183.346207
3710,264,15297.426935999998
3711,272,15760.985328000002
3712,180,10430.06382
3713,70,4056.1359300000004
3714,113,6547.762287
3715,139,8054.327061000001
3716,85,4925.307915
3717,283,16398.378117
3718,278,16108.654122000002
3719,294,17035.770905999998
3720,263,15239.482137
3721,111,6431.872689
3722,219,12689.910981
3723,125,7243.099875
3724,219,12689.910981
3725,238,13790.862162000001
3726,62,3592.5775379999995
3727,60,3476.68794
3728,103,5968.314297
3729,65,3766.411935
3730,57,3302.853543
3731,153,8865.554247
3732,108,6258.038292
3733,106,6142.148694
3734,89,5157.087111000001
3735,286,16572.212514
3736,236,13674.972564000002
3737,179,10372.119021
3738,143,8286.106257
3739,271,15703.040529
3740,253,14660.034147
3741,187,10835.677413000001
3742,93,5388.866307000001
3743,188,10893.622212
3744,256,14833.868543999999
3745,129,7474.879071
3746,130,7532.82387
3747,267,15471.261333
3748,51,2955.184749
